,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
360,2824,3,0,,,,,,,,,,,,,,,,,,
361,2834,8,0,,,,,,,,,,,,,,,,,,
362,2835,8,0,,,,,,,,,,,,,,,,,,
363,2836,2,0,,,,,,,,,,,,,,,,,,
364,2837,1,0,,,,,,,,,,,,,,,,,,
365,2838,6,0,,,,,,,,,,,,,,,,,,
366,2839,2,0,,,,,,,,,,,,,,,,,,
367,2843,7,0,,,,,,,,,,,,,,,,,,
368,2849,1,0,,,,,,,,,,,,,,,,,,
369,2865,3,0,,,,,,,,,,,,,,,,,,
370,2875,1,0,,,,,,,,,,,,,,,,,,
371,2876,1,0,,,,,,,,,,,,,,,,,,
372,2877,2,0,,,,,,,,,,,,,,,,,,
373,2882,2,0,,,,,,,,,,,,,,,,,,
374,2883,6,0,,,,,,,,,,,,,,,,,,
375,2884,6,0,,,,,,,,,,,,,,,,,,
376,3002,2,0,,,,,,,,,,,,,,,,,,
377,3024,4,0,,,,,,,,,,,,,,,,,,
378,3025,8,0,,,,,,,,,,,,,,,,,,
379,3026,8,0,,,,,,,,,,,,,,,,,,
380,3027,4,0,,,,,,,,,,,,,,,,,,
381,3028,1,0,,,,,,,,,,,,,,,,,,
382,3032,8,0,,,,,,,,,,,,,,,,,,
383,3033,8,0,,,,,,,,,,,,,,,,,,
384,3034,8,0,,,,,,,,,,,,,,,,,,
385,3038,4,0,,,,,,,,,,,,,,,,,,
386,3041,1,0,,,,,,,,,,,,,,,,,,
387,3048,2,0,,,,,,,,,,,,,,,,,,
388,3049,1,0,,,,,,,,,,,,,,,,,,
389,3063,2,0,,,,,,,,,,,,,,,,,,
390,3071,4,0,,,,,,,,,,,,,,,,,,
391,3072,8,0,,,,,,,,,,,,,,,,,,
392,3073,8,0,,,,,,,,,,,,,,,,,,
393,3074,8,0,,,,,,,,,,,,,,,,,,
394,3075,8,0,,,,,,,,,,,,,,,,,,
395,3076,8,0,,,,,,,,,,,,,,,,,,
396,3089,8,0,,,,,,,,,,,,,,,,,,
397,3091,8,0,,,,,,,,,,,,,,,,,,
398,3092,7,0,,,,,,,,,,,,,,,,,,
399,3094,5,0,,,,,,,,,,,,,,,,,,
400,3096,4,0,,,,,,,,,,,,,,,,,,
401,3201,6,0,,,,,,,,,,,,,,,,,,
402,3203,1,0,,,,,,,,,,,,,,,,,,
403,3209,8,0,,,,,,,,,,,,,,,,,,
404,3210,7,0,,,,,,,,,,,,,,,,,,
405,3212,8,0,,,,,,,,,,,,,,,,,,
406,3213,8,0,,,,,,,,,,,,,,,,,,
407,3217,4,0,,,,,,,,,,,,,,,,,,
408,3218,8,0,,,,,,,,,,,,,,,,,,
409,3219,8,0,,,,,,,,,,,,,,,,,,
410,3220,2,0,,,,,,,,,,,,,,,,,,
411,3234,1,0,,,,,,,,,,,,,,,,,,
412,3238,4,0,,,,,,,,,,,,,,,,,,
413,3240,8,0,,,,,,,,,,,,,,,,,,
414,3253,8,0,,,,,,,,,,,,,,,,,,
415,3256,1,0,,,,,,,,,,,,,,,,,,
416,3257,8,0,,,,,,,,,,,,,,,,,,
417,3278,4,0,,,,,,,,,,,,,,,,,,
418,3279,4,0,,,,,,,,,,,,,,,,,,
419,3282,8,0,,,,,,,,,,,,,,,,,,
420,3286,4,0,,,,,,,,,,,,,,,,,,
421,3289,1,0,,,,,,,,,,,,,,,,,,
422,3297,8,0,,,,,,,,,,,,,,,,,,
423,3400,2,0,,,,,,,,,,,,,,,,,,
424,3405,2,0,,,,,,,,,,,,,,,,,,
425,3439,5,0,,,,,,,,,,,,,,,,,,
426,3449,6,0,,,,,,,,,,,,,,,,,,
427,3451,3,0,,,,,,,,,,,,,,,,,,
428,3452,1,0,,,,,,,,,,,,,,,,,,
429,3455,1,0,,,,,,,,,,,,,,,,,,
430,3456,7,0,,,,,,,,,,,,,,,,,,
431,3457,2,0,,,,,,,,,,,,,,,,,,
432,3461,2,0,,,,,,,,,,,,,,,,,,
433,3462,7,0,,,,,,,,,,,,,,,,,,
434,3463,7,0,,,,,,,,,,,,,,,,,,
435,3465,1,0,,,,,,,,,,,,,,,,,,
436,3468,2,0,,,,,,,,,,,,,,,,,,
437,3490,8,0,,,,,,,,,,,,,,,,,,
438,3493,2,0,,,,,,,,,,,,,,,,,,
439,3498,5,0,,,,,,,,,,,,,,,,,,
440,3625,1,0,,,,,,,,,,,,,,,,,,
441,3636,2,0,,,,,,,,,,,,,,,,,,
442,3656,2,0,,,,,,,,,,,,,,,,,,
443,3661,6,0,,,,,,,,,,,,,,,,,,
444,3672,8,0,,,,,,,,,,,,,,,,,,
445,3673,8,0,,,,,,,,,,,,,,,,,,
446,3679,1,0,,,,,,,,,,,,,,,,,,
447,3685,5,0,,,,,,,,,,,,,,,,,,
448,3687,6,0,,,,,,,,,,,,,,,,,,
449,3688,7,0,,,,,,,,,,,,,,,,,,
450,3689,6,0,,,,,,,,,,,,,,,,,,
451,3690,1,0,,,,,,,,,,,,,,,,,,
452,3694,8,0,,,,,,,,,,,,,,,,,,
453,3800,1,0,,,,,,,,,,,,,,,,,,
454,3801,1,0,,,,,,,,,,,,,,,,,,
455,3802,7,0,,,,,,,,,,,,,,,,,,
456,3803,3,0,,,,,,,,,,,,,,,,,,
457,3804,6,0,,,,,,,,,,,,,,,,,,
458,3805,6,0,,,,,,,,,,,,,,,,,,
459,3807,1,0,,,,,,,,,,,,,,,,,,
460,3816,1,0,,,,,,,,,,,,,,,,,,
461,3818,8,0,,,,,,,,,,,,,,,,,,
462,3821,2,0,,,,,,,,,,,,,,,,,,
463,3822,8,0,,,,,,,,,,,,,,,,,,
464,3824,4,0,,,,,,,,,,,,,,,,,,
465,3825,7,0,,,,,,,,,,,,,,,,,,
466,3828,1,0,,,,,,,,,,,,,,,,,,
467,3834,1,0,,,,,,,,,,,,,,,,,,
468,3835,1,0,,,,,,,,,,,,,,,,,,
469,3838,1,0,,,,,,,,,,,,,,,,,,
470,3848,1,0,,,,,,,,,,,,,,,,,,
471,3850,5,0,,,,,,,,,,,,,,,,,,
472,3854,8,0,,,,,,,,,,,,,,,,,,
473,3862,7,0,,,,,,,,,,,,,,,,,,
474,3869,2,0,,,,,,,,,,,,,,,,,,
475,3879,1,0,,,,,,,,,,,,,,,,,,
476,3881,7,0,,,,,,,,,,,,,,,,,,
477,3882,7,0,,,,,,,,,,,,,,,,,,
478,3884,1,0,,,,,,,,,,,,,,,,,,
479,3885,1,0,,,,,,,,,,,,,,,,,,
480,3887,5,0,,,,,,,,,,,,,,,,,,
481,3888,2,0,,,,,,,,,,,,,,,,,,
482,4007,6,0,,,,,,,,,,,,,,,,,,
483,4010,6,0,,,,,,,,,,,,,,,,,,
484,4016,1,0,,,,,,,,,,,,,,,,,,
485,4017,8,0,,,,,,,,,,,,,,,,,,
486,4018,7,0,,,,,,,,,,,,,,,,,,
487,4023,7,0,,,,,,,,,,,,,,,,,,
488,4024,3,0,,,,,,,,,,,,,,,,,,
489,4026,2,0,,,,,,,,,,,,,,,,,,
490,4035,8,0,,,,,,,,,,,,,,,,,,
491,4036,1,0,,,,,,,,,,,,,,,,,,
492,4037,1,0,,,,,,,,,,,,,,,,,,
493,4040,1,0,,,,,,,,,,,,,,,,,,
494,4045,7,0,,,,,,,,,,,,,,,,,,
495,4055,6,0,,,,,,,,,,,,,,,,,,
496,4071,7,0,,,,,,,,,,,,,,,,,,
497,4079,1,0,,,,,,,,,,,,,,,,,,
498,4081,5,0,,,,,,,,,,,,,,,,,,
499,4083,6,0,,,,,,,,,,,,,,,,,,
500,4085,5,0,,,,,,,,,,,,,,,,,,
501,4203,4,0,,,,,,,,,,,,,,,,,,
502,4211,8,0,,,,,,,,,,,,,,,,,,
503,4214,2,0,,,,,,,,,,,,,,,,,,
504,4216,1,0,,,,,,,,,,,,,,,,,,
505,4226,6,0,,,,,,,,,,,,,,,,,,
506,4227,4,0,,,,,,,,,,,,,,,,,,
507,4228,5,0,,,,,,,,,,,,,,,,,,
508,4229,8,0,,,,,,,,,,,,,,,,,,
509,4230,8,0,,,,,,,,,,,,,,,,,,
510,4231,8,0,,,,,,,,,,,,,,,,,,
