,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
43,343,0,1,,,,,,,,,,,,,,,,,,
44,344,0,2,,,,,,,,,,,,,,,,,,
45,357,0,1,,,,,,,,,,,,,,,,,,
46,359,0,2,,,,,,,,,,,,,,,,,,
47,360,0,2,,,,,,,,,,,,,,,,,,
48,361,0,2,,,,,,,,,,,,,,,,,,
49,362,0,2,,,,,,,,,,,,,,,,,,
50,367,0,1,,,,,,,,,,,,,,,,,,
51,368,0,1,,,,,,,,,,,,,,,,,,
52,392,0,2,,,,,,,,,,,,,,,,,,
53,500,0,2,,,,,,,,,,,,,,,,,,
54,501,0,2,,,,,,,,,,,,,,,,,,
55,502,0,2,,,,,,,,,,,,,,,,,,
56,503,0,2,,,,,,,,,,,,,,,,,,
57,518,2,0,,,,,,,,,,,,,,,,,,
58,529,2,0,,,,,,,,,,,,,,,,,,
59,530,0,1,,,,,,,,,,,,,,,,,,
60,531,0,1,,,,,,,,,,,,,,,,,,
61,532,0,1,,,,,,,,,,,,,,,,,,
62,533,2,1,,,,,,,,,,,,,,,,,,
63,534,0,2,,,,,,,,,,,,,,,,,,
64,535,0,2,,,,,,,,,,,,,,,,,,
65,536,0,2,,,,,,,,,,,,,,,,,,
66,537,0,2,,,,,,,,,,,,,,,,,,
67,539,2,0,,,,,,,,,,,,,,,,,,
68,547,0,2,,,,,,,,,,,,,,,,,,
69,548,0,2,,,,,,,,,,,,,,,,,,
70,549,0,1,,,,,,,,,,,,,,,,,,
71,550,2,0,,,,,,,,,,,,,,,,,,
72,552,0,1,,,,,,,,,,,,,,,,,,
73,553,0,1,,,,,,,,,,,,,,,,,,
74,554,0,1,,,,,,,,,,,,,,,,,,
75,555,0,1,,,,,,,,,,,,,,,,,,
76,556,0,2,,,,,,,,,,,,,,,,,,
77,557,0,2,,,,,,,,,,,,,,,,,,
78,559,0,2,,,,,,,,,,,,,,,,,,
79,560,0,2,,,,,,,,,,,,,,,,,,
80,561,0,2,,,,,,,,,,,,,,,,,,
81,562,0,1,,,,,,,,,,,,,,,,,,
82,569,0,2,,,,,,,,,,,,,,,,,,
83,571,0,1,,,,,,,,,,,,,,,,,,
84,575,0,1,,,,,,,,,,,,,,,,,,
85,577,0,1,,,,,,,,,,,,,,,,,,
86,579,0,1,,,,,,,,,,,,,,,,,,
87,587,0,1,,,,,,,,,,,,,,,,,,
88,599,2,0,,,,,,,,,,,,,,,,,,
89,703,0,1,,,,,,,,,,,,,,,,,,
90,704,0,2,,,,,,,,,,,,,,,,,,
91,705,0,1,,,,,,,,,,,,,,,,,,
92,709,2,0,,,,,,,,,,,,,,,,,,
93,725,2,0,,,,,,,,,,,,,,,,,,
94,727,2,0,,,,,,,,,,,,,,,,,,
95,728,2,0,,,,,,,,,,,,,,,,,,
96,729,2,0,,,,,,,,,,,,,,,,,,
97,732,2,0,,,,,,,,,,,,,,,,,,
98,733,2,0,,,,,,,,,,,,,,,,,,
99,746,0,1,,,,,,,,,,,,,,,,,,
100,749,0,1,,,,,,,,,,,,,,,,,,
101,756,0,2,,,,,,,,,,,,,,,,,,
102,762,2,0,,,,,,,,,,,,,,,,,,
103,763,2,0,,,,,,,,,,,,,,,,,,
104,765,0,2,,,,,,,,,,,,,,,,,,
105,768,1,0,,,,,,,,,,,,,,,,,,
106,769,1,0,,,,,,,,,,,,,,,,,,
107,771,1,0,,,,,,,,,,,,,,,,,,
108,773,1,0,,,,,,,,,,,,,,,,,,
109,774,1,0,,,,,,,,,,,,,,,,,,
110,783,0,2,,,,,,,,,,,,,,,,,,
111,784,0,1,,,,,,,,,,,,,,,,,,
112,786,0,2,,,,,,,,,,,,,,,,,,
113,787,0,2,,,,,,,,,,,,,,,,,,
114,788,0,2,,,,,,,,,,,,,,,,,,
115,789,0,2,,,,,,,,,,,,,,,,,,
116,796,0,2,,,,,,,,,,,,,,,,,,
117,900,0,1,,,,,,,,,,,,,,,,,,
118,921,0,1,,,,,,,,,,,,,,,,,,
119,922,0,1,,,,,,,,,,,,,,,,,,
120,923,0,1,,,,,,,,,,,,,,,,,,
121,924,0,1,,,,,,,,,,,,,,,,,,
122,932,0,1,,,,,,,,,,,,,,,,,,
123,941,1,0,,,,,,,,,,,,,,,,,,
124,974,0,1,,,,,,,,,,,,,,,,,,
125,975,2,1,,,,,,,,,,,,,,,,,,
126,976,0,1,,,,,,,,,,,,,,,,,,
127,977,0,1,,,,,,,,,,,,,,,,,,
128,979,2,1,,,,,,,,,,,,,,,,,,
129,980,0,1,,,,,,,,,,,,,,,,,,
130,990,2,0,,,,,,,,,,,,,,,,,,
131,995,0,1,,,,,,,,,,,,,,,,,,
132,1100,0,2,,,,,,,,,,,,,,,,,,
133,1101,0,1,,,,,,,,,,,,,,,,,,
134,1102,0,2,,,,,,,,,,,,,,,,,,
135,1105,0,2,,,,,,,,,,,,,,,,,,
136,1106,0,1,,,,,,,,,,,,,,,,,,
137,1117,0,2,,,,,,,,,,,,,,,,,,
138,1118,0,2,,,,,,,,,,,,,,,,,,
139,1119,0,2,,,,,,,,,,,,,,,,,,
140,1120,0,1,,,,,,,,,,,,,,,,,,
141,1121,0,1,,,,,,,,,,,,,,,,,,
142,1122,2,0,,,,,,,,,,,,,,,,,,
143,1123,2,0,,,,,,,,,,,,,,,,,,
144,1124,2,0,,,,,,,,,,,,,,,,,,
145,1125,2,0,,,,,,,,,,,,,,,,,,
146,1127,0,2,,,,,,,,,,,,,,,,,,
147,1128,0,1,,,,,,,,,,,,,,,,,,
148,1129,0,1,,,,,,,,,,,,,,,,,,
149,1130,2,0,,,,,,,,,,,,,,,,,,
150,1131,2,0,,,,,,,,,,,,,,,,,,
151,1132,2,0,,,,,,,,,,,,,,,,,,
152,1133,2,0,,,,,,,,,,,,,,,,,,
153,1136,0,2,,,,,,,,,,,,,,,,,,
154,1137,0,1,,,,,,,,,,,,,,,,,,
155,1138,0,1,,,,,,,,,,,,,,,,,,
156,1139,0,2,,,,,,,,,,,,,,,,,,
157,1140,0,2,,,,,,,,,,,,,,,,,,
158,1141,0,2,,,,,,,,,,,,,,,,,,
159,1142,0,2,,,,,,,,,,,,,,,,,,
160,1144,0,2,,,,,,,,,,,,,,,,,,
161,1147,0,2,,,,,,,,,,,,,,,,,,
162,1148,0,2,,,,,,,,,,,,,,,,,,
163,1149,1,2,,,,,,,,,,,,,,,,,,
164,1150,0,2,,,,,,,,,,,,,,,,,,
165,1151,0,2,,,,,,,,,,,,,,,,,,
166,1152,0,2,,,,,,,,,,,,,,,,,,
167,1153,0,1,,,,,,,,,,,,,,,,,,
168,1155,0,2,,,,,,,,,,,,,,,,,,
169,1156,0,2,,,,,,,,,,,,,,,,,,
170,1157,0,2,,,,,,,,,,,,,,,,,,
171,1167,0,1,,,,,,,,,,,,,,,,,,
172,1168,0,1,,,,,,,,,,,,,,,,,,
173,1169,0,2,,,,,,,,,,,,,,,,,,
174,1170,0,2,,,,,,,,,,,,,,,,,,
175,1171,0,2,,,,,,,,,,,,,,,,,,
176,1172,0,1,,,,,,,,,,,,,,,,,,
177,1173,0,1,,,,,,,,,,,,,,,,,,
178,1174,0,2,,,,,,,,,,,,,,,,,,
179,1180,2,0,,,,,,,,,,,,,,,,,,
180,1181,2,1,,,,,,,,,,,,,,,,,,
181,1182,0,1,,,,,,,,,,,,,,,,,,
182,1183,0,2,,,,,,,,,,,,,,,,,,
183,1184,0,2,,,,,,,,,,,,,,,,,,
184,1185,0,2,,,,,,,,,,,,,,,,,,
185,1189,0,2,,,,,,,,,,,,,,,,,,
186,1190,0,2,,,,,,,,,,,,,,,,,,
187,1191,0,2,,,,,,,,,,,,,,,,,,
188,1192,0,2,,,,,,,,,,,,,,,,,,
189,1196,0,2,,,,,,,,,,,,,,,,,,
190,1300,0,1,,,,,,,,,,,,,,,,,,
191,1303,0,2,,,,,,,,,,,,,,,,,,
192,1304,0,2,,,,,,,,,,,,,,,,,,
193,1305,0,2,,,,,,,,,,,,,,,,,,
194,1306,0,1,,,,,,,,,,,,,,,,,,
195,1308,0,2,,,,,,,,,,,,,,,,,,
196,1309,0,2,,,,,,,,,,,,,,,,,,
197,1310,0,2,,,,,,,,,,,,,,,,,,
198,1311,0,2,,,,,,,,,,,,,,,,,,
199,1312,0,2,,,,,,,,,,,,,,,,,,
200,1313,0,2,,,,,,,,,,,,,,,,,,
201,1314,0,2,,,,,,,,,,,,,,,,,,
202,1317,2,0,,,,,,,,,,,,,,,,,,
203,1326,2,0,,,,,,,,,,,,,,,,,,
204,1338,2,0,,,,,,,,,,,,,,,,,,
205,1343,0,2,,,,,,,,,,,,,,,,,,
206,1344,0,2,,,,,,,,,,,,,,,,,,
207,1348,0,1,,,,,,,,,,,,,,,,,,
208,1351,0,1,,,,,,,,,,,,,,,,,,
209,1365,0,1,,,,,,,,,,,,,,,,,,
210,1369,0,2,,,,,,,,,,,,,,,,,,
211,1370,0,2,,,,,,,,,,,,,,,,,,
212,1371,0,1,,,,,,,,,,,,,,,,,,
213,1387,0,2,,,,,,,,,,,,,,,,,,
214,1388,0,1,,,,,,,,,,,,,,,,,,
215,1389,0,2,,,,,,,,,,,,,,,,,,
216,1390,0,2,,,,,,,,,,,,,,,,,,
217,1391,0,2,,,,,,,,,,,,,,,,,,
218,1392,0,1,,,,,,,,,,,,,,,,,,
219,1393,0,1,,,,,,,,,,,,,,,,,,
220,1394,0,1,,,,,,,,,,,,,,,,,,
221,1395,0,1,,,,,,,,,,,,,,,,,,
222,1396,0,1,,,,,,,,,,,,,,,,,,
223,1506,0,2,,,,,,,,,,,,,,,,,,
224,1509,2,0,,,,,,,,,,,,,,,,,,
225,1518,0,2,,,,,,,,,,,,,,,,,,
226,1519,0,2,,,,,,,,,,,,,,,,,,
227,1524,2,0,,,,,,,,,,,,,,,,,,
228,1525,2,0,,,,,,,,,,,,,,,,,,
229,1530,0,2,,,,,,,,,,,,,,,,,,
230,1531,0,2,,,,,,,,,,,,,,,,,,
231,1535,0,2,,,,,,,,,,,,,,,,,,
232,1536,0,2,,,,,,,,,,,,,,,,,,
233,1546,2,0,,,,,,,,,,,,,,,,,,
234,1548,0,1,,,,,,,,,,,,,,,,,,
235,1549,0,1,,,,,,,,,,,,,,,,,,
236,1550,0,1,,,,,,,,,,,,,,,,,,
237,1551,0,1,,,,,,,,,,,,,,,,,,
238,1552,0,2,,,,,,,,,,,,,,,,,,
239,1553,0,2,,,,,,,,,,,,,,,,,,
240,1554,0,2,,,,,,,,,,,,,,,,,,
241,1555,0,2,,,,,,,,,,,,,,,,,,
242,1556,0,2,,,,,,,,,,,,,,,,,,
243,1557,0,2,,,,,,,,,,,,,,,,,,
244,1558,0,2,,,,,,,,,,,,,,,,,,
245,1559,0,2,,,,,,,,,,,,,,,,,,
246,1560,0,2,,,,,,,,,,,,,,,,,,
247,1561,0,2,,,,,,,,,,,,,,,,,,
248,1562,0,2,,,,,,,,,,,,,,,,,,
249,1563,0,2,,,,,,,,,,,,,,,,,,
250,1571,0,1,,,,,,,,,,,,,,,,,,
251,1594,2,0,,,,,,,,,,,,,,,,,,
252,1595,0,1,,,,,,,,,,,,,,,,,,
253,1700,0,2,,,,,,,,,,,,,,,,,,
254,1702,2,1,,,,,,,,,,,,,,,,,,
255,1703,2,0,,,,,,,,,,,,,,,,,,
256,1705,2,1,,,,,,,,,,,,,,,,,,
257,1706,0,2,,,,,,,,,,,,,,,,,,
258,1707,0,2,,,,,,,,,,,,,,,,,,
259,1708,0,2,,,,,,,,,,,,,,,,,,
260,1709,0,2,,,,,,,,,,,,,,,,,,
261,1710,0,2,,,,,,,,,,,,,,,,,,
262,1711,0,2,,,,,,,,,,,,,,,,,,
263,1712,0,2,,,,,,,,,,,,,,,,,,
264,1714,1,0,,,,,,,,,,,,,,,,,,
265,1716,1,0,,,,,,,,,,,,,,,,,,
266,1721,2,0,,,,,,,,,,,,,,,,,,
267,1722,2,0,,,,,,,,,,,,,,,,,,
268,1723,1,0,,,,,,,,,,,,,,,,,,
269,1726,0,2,,,,,,,,,,,,,,,,,,
270,1727,0,2,,,,,,,,,,,,,,,,,,
271,1729,1,0,,,,,,,,,,,,,,,,,,
272,1731,1,2,,,,,,,,,,,,,,,,,,
273,1732,0,2,,,,,,,,,,,,,,,,,,
274,1734,0,2,,,,,,,,,,,,,,,,,,
275,1735,2,0,,,,,,,,,,,,,,,,,,
276,1738,2,0,,,,,,,,,,,,,,,,,,
277,1739,2,0,,,,,,,,,,,,,,,,,,
278,1741,2,0,,,,,,,,,,,,,,,,,,
279,1743,0,2,,,,,,,,,,,,,,,,,,
280,1745,2,1,,,,,,,,,,,,,,,,,,
281,1746,0,1,,,,,,,,,,,,,,,,,,
282,1747,2,1,,,,,,,,,,,,,,,,,,
283,1749,2,0,,,,,,,,,,,,,,,,,,
284,1750,2,0,,,,,,,,,,,,,,,,,,
285,1751,2,0,,,,,,,,,,,,,,,,,,
286,1753,2,1,,,,,,,,,,,,,,,,,,
287,1754,2,1,,,,,,,,,,,,,,,,,,
288,1755,2,1,,,,,,,,,,,,,,,,,,
289,1756,2,0,,,,,,,,,,,,,,,,,,
290,1764,2,0,,,,,,,,,,,,,,,,,,
291,1766,2,0,,,,,,,,,,,,,,,,,,
292,1767,2,0,,,,,,,,,,,,,,,,,,
293,1769,2,0,,,,,,,,,,,,,,,,,,
294,1772,0,2,,,,,,,,,,,,,,,,,,
295,1773,0,2,,,,,,,,,,,,,,,,,,
296,1774,0,1,,,,,,,,,,,,,,,,,,
297,1775,0,1,,,,,,,,,,,,,,,,,,
298,1776,0,1,,,,,,,,,,,,,,,,,,
299,1777,0,1,,,,,,,,,,,,,,,,,,
300,1786,0,2,,,,,,,,,,,,,,,,,,
301,1787,0,2,,,,,,,,,,,,,,,,,,
302,1789,2,1,,,,,,,,,,,,,,,,,,
303,1790,2,1,,,,,,,,,,,,,,,,,,
304,1791,0,2,,,,,,,,,,,,,,,,,,
305,1799,2,0,,,,,,,,,,,,,,,,,,
306,1900,0,2,,,,,,,,,,,,,,,,,,
307,1901,0,2,,,,,,,,,,,,,,,,,,
308,1903,0,2,,,,,,,,,,,,,,,,,,
309,1904,0,2,,,,,,,,,,,,,,,,,,
310,1905,0,2,,,,,,,,,,,,,,,,,,
311,1906,0,2,,,,,,,,,,,,,,,,,,
312,1910,2,0,,,,,,,,,,,,,,,,,,
313,1922,0,1,,,,,,,,,,,,,,,,,,
314,1926,0,1,,,,,,,,,,,,,,,,,,
315,1949,0,1,,,,,,,,,,,,,,,,,,
316,1950,0,1,,,,,,,,,,,,,,,,,,
317,1963,0,1,,,,,,,,,,,,,,,,,,
318,1990,0,2,,,,,,,,,,,,,,,,,,
319,1991,0,2,,,,,,,,,,,,,,,,,,
320,1992,0,2,,,,,,,,,,,,,,,,,,
321,2107,0,1,,,,,,,,,,,,,,,,,,
322,2143,0,1,,,,,,,,,,,,,,,,,,
323,2144,0,1,,,,,,,,,,,,,,,,,,
324,2146,0,1,,,,,,,,,,,,,,,,,,
325,2147,0,1,,,,,,,,,,,,,,,,,,
326,2148,0,1,,,,,,,,,,,,,,,,,,
327,2149,0,1,,,,,,,,,,,,,,,,,,
328,2150,2,1,,,,,,,,,,,,,,,,,,
329,2151,0,1,,,,,,,,,,,,,,,,,,
330,2153,0,2,,,,,,,,,,,,,,,,,,
331,2154,0,2,,,,,,,,,,,,,,,,,,
332,2156,0,1,,,,,,,,,,,,,,,,,,
333,2157,0,2,,,,,,,,,,,,,,,,,,
334,2158,0,2,,,,,,,,,,,,,,,,,,
335,2159,0,2,,,,,,,,,,,,,,,,,,
336,2160,0,2,,,,,,,,,,,,,,,,,,
337,2161,0,2,,,,,,,,,,,,,,,,,,
338,2162,0,2,,,,,,,,,,,,,,,,,,
339,2164,0,2,,,,,,,,,,,,,,,,,,
340,2165,0,2,,,,,,,,,,,,,,,,,,
341,2166,0,2,,,,,,,,,,,,,,,,,,
342,2167,2,0,,,,,,,,,,,,,,,,,,
343,2168,0,1,,,,,,,,,,,,,,,,,,
344,2169,0,2,,,,,,,,,,,,,,,,,,
345,2170,0,2,,,,,,,,,,,,,,,,,,
346,2171,0,2,,,,,,,,,,,,,,,,,,
347,2172,0,2,,,,,,,,,,,,,,,,,,
348,2173,0,2,,,,,,,,,,,,,,,,,,
349,2175,0,1,,,,,,,,,,,,,,,,,,
350,2176,0,2,,,,,,,,,,,,,,,,,,
351,2177,0,2,,,,,,,,,,,,,,,,,,
352,2188,0,1,,,,,,,,,,,,,,,,,,
353,2189,0,1,,,,,,,,,,,,,,,,,,
354,2190,2,0,,,,,,,,,,,,,,,,,,
355,2314,0,1,,,,,,,,,,,,,,,,,,
356,2329,2,0,,,,,,,,,,,,,,,,,,
357,2331,2,0,,,,,,,,,,,,,,,,,,
358,2344,0,1,,,,,,,,,,,,,,,,,,
359,2347,0,1,,,,,,,,,,,,,,,,,,
360,2348,0,1,,,,,,,,,,,,,,,,,,
361,2349,0,1,,,,,,,,,,,,,,,,,,
362,2371,2,0,,,,,,,,,,,,,,,,,,
363,2377,0,1,,,,,,,,,,,,,,,,,,
364,2390,0,2,,,,,,,,,,,,,,,,,,
365,2391,0,1,,,,,,,,,,,,,,,,,,
366,2395,2,0,,,,,,,,,,,,,,,,,,
367,2500,0,1,,,,,,,,,,,,,,,,,,
368,2509,2,0,,,,,,,,,,,,,,,,,,
369,2510,2,1,,,,,,,,,,,,,,,,,,
370,2511,2,1,,,,,,,,,,,,,,,,,,
371,2514,0,1,,,,,,,,,,,,,,,,,,
372,2515,2,0,,,,,,,,,,,,,,,,,,
373,2517,0,1,,,,,,,,,,,,,,,,,,
374,2518,0,2,,,,,,,,,,,,,,,,,,
375,2519,0,1,,,,,,,,,,,,,,,,,,
376,2522,2,0,,,,,,,,,,,,,,,,,,
377,2526,2,0,,,,,,,,,,,,,,,,,,
378,2527,2,0,,,,,,,,,,,,,,,,,,
379,2530,2,0,,,,,,,,,,,,,,,,,,
380,2534,2,0,,,,,,,,,,,,,,,,,,
381,2542,0,1,,,,,,,,,,,,,,,,,,
382,2543,2,1,,,,,,,,,,,,,,,,,,
383,2544,0,1,,,,,,,,,,,,,,,,,,
384,2547,2,0,,,,,,,,,,,,,,,,,,
385,2564,0,1,,,,,,,,,,,,,,,,,,
386,2565,2,1,,,,,,,,,,,,,,,,,,
387,2567,0,1,,,,,,,,,,,,,,,,,,
388,2576,2,0,,,,,,,,,,,,,,,,,,
389,2578,2,0,,,,,,,,,,,,,,,,,,
390,2580,2,0,,,,,,,,,,,,,,,,,,
391,2581,2,0,,,,,,,,,,,,,,,,,,
392,2595,0,1,,,,,,,,,,,,,,,,,,
393,2596,0,1,,,,,,,,,,,,,,,,,,
394,2597,0,1,,,,,,,,,,,,,,,,,,
395,2598,0,2,,,,,,,,,,,,,,,,,,
396,2700,0,1,,,,,,,,,,,,,,,,,,
397,2701,0,1,,,,,,,,,,,,,,,,,,
398,2702,0,1,,,,,,,,,,,,,,,,,,
399,2703,0,1,,,,,,,,,,,,,,,,,,
400,2704,0,1,,,,,,,,,,,,,,,,,,
401,2705,0,1,,,,,,,,,,,,,,,,,,
402,2730,0,1,,,,,,,,,,,,,,,,,,
403,2731,0,1,,,,,,,,,,,,,,,,,,
404,2732,0,1,,,,,,,,,,,,,,,,,,
405,2733,0,2,,,,,,,,,,,,,,,,,,
406,2734,0,2,,,,,,,,,,,,,,,,,,
407,2735,0,2,,,,,,,,,,,,,,,,,,
408,2736,0,1,,,,,,,,,,,,,,,,,,
409,2737,0,2,,,,,,,,,,,,,,,,,,
410,2738,0,1,,,,,,,,,,,,,,,,,,
411,2739,0,1,,,,,,,,,,,,,,,,,,
412,2740,0,1,,,,,,,,,,,,,,,,,,
413,2741,0,1,,,,,,,,,,,,,,,,,,
414,2742,0,1,,,,,,,,,,,,,,,,,,
415,2759,0,2,,,,,,,,,,,,,,,,,,
416,2764,0,1,,,,,,,,,,,,,,,,,,
417,2771,0,1,,,,,,,,,,,,,,,,,,
418,2773,0,2,,,,,,,,,,,,,,,,,,
419,2774,1,2,,,,,,,,,,,,,,,,,,
420,2775,0,2,,,,,,,,,,,,,,,,,,
421,2776,1,2,,,,,,,,,,,,,,,,,,
422,2782,0,2,,,,,,,,,,,,,,,,,,
423,2783,0,2,,,,,,,,,,,,,,,,,,
424,2784,0,1,,,,,,,,,,,,,,,,,,
425,2797,0,1,,,,,,,,,,,,,,,,,,
426,2798,0,1,,,,,,,,,,,,,,,,,,
427,2799,0,1,,,,,,,,,,,,,,,,,,
428,2903,0,1,,,,,,,,,,,,,,,,,,
429,2904,0,1,,,,,,,,,,,,,,,,,,
430,2905,0,1,,,,,,,,,,,,,,,,,,
431,2906,0,2,,,,,,,,,,,,,,,,,,
432,2907,0,2,,,,,,,,,,,,,,,,,,
433,2908,0,1,,,,,,,,,,,,,,,,,,
434,2909,0,2,,,,,,,,,,,,,,,,,,
435,2910,0,2,,,,,,,,,,,,,,,,,,
436,2911,0,2,,,,,,,,,,,,,,,,,,
437,2912,0,2,,,,,,,,,,,,,,,,,,
438,2923,0,2,,,,,,,,,,,,,,,,,,
439,2926,1,0,,,,,,,,,,,,,,,,,,
440,2929,0,2,,,,,,,,,,,,,,,,,,
441,2930,0,1,,,,,,,,,,,,,,,,,,
442,2931,0,1,,,,,,,,,,,,,,,,,,
443,2932,0,1,,,,,,,,,,,,,,,,,,
444,2933,0,1,,,,,,,,,,,,,,,,,,
445,2934,0,2,,,,,,,,,,,,,,,,,,
446,2935,0,2,,,,,,,,,,,,,,,,,,
447,2937,0,1,,,,,,,,,,,,,,,,,,
448,2938,0,1,,,,,,,,,,,,,,,,,,
449,2964,0,2,,,,,,,,,,,,,,,,,,
450,2965,0,2,,,,,,,,,,,,,,,,,,
451,2966,0,2,,,,,,,,,,,,,,,,,,
452,2967,0,2,,,,,,,,,,,,,,,,,,
453,2968,0,2,,,,,,,,,,,,,,,,,,
454,2969,0,2,,,,,,,,,,,,,,,,,,
455,2970,0,2,,,,,,,,,,,,,,,,,,
456,2971,0,2,,,,,,,,,,,,,,,,,,
457,2998,0,1,,,,,,,,,,,,,,,,,,
458,3104,2,0,,,,,,,,,,,,,,,,,,
459,3107,2,0,,,,,,,,,,,,,,,,,,
460,3109,0,1,,,,,,,,,,,,,,,,,,
461,3119,0,2,,,,,,,,,,,,,,,,,,
462,3120,0,2,,,,,,,,,,,,,,,,,,
463,3122,0,2,,,,,,,,,,,,,,,,,,
464,3125,0,1,,,,,,,,,,,,,,,,,,
465,3130,2,0,,,,,,,,,,,,,,,,,,
466,3137,2,0,,,,,,,,,,,,,,,,,,
467,3140,2,0,,,,,,,,,,,,,,,,,,
468,3141,2,1,,,,,,,,,,,,,,,,,,
469,3142,0,1,,,,,,,,,,,,,,,,,,
470,3148,2,0,,,,,,,,,,,,,,,,,,
471,3158,0,1,,,,,,,,,,,,,,,,,,
472,3159,0,1,,,,,,,,,,,,,,,,,,
473,3160,0,1,,,,,,,,,,,,,,,,,,
474,3161,0,1,,,,,,,,,,,,,,,,,,
475,3163,0,2,,,,,,,,,,,,,,,,,,
476,3164,0,2,,,,,,,,,,,,,,,,,,
477,3165,0,2,,,,,,,,,,,,,,,,,,
478,3167,0,2,,,,,,,,,,,,,,,,,,
479,3171,2,0,,,,,,,,,,,,,,,,,,
480,3172,2,0,,,,,,,,,,,,,,,,,,
481,3175,2,0,,,,,,,,,,,,,,,,,,
482,3176,2,0,,,,,,,,,,,,,,,,,,
483,3178,1,0,,,,,,,,,,,,,,,,,,
484,3180,0,2,,,,,,,,,,,,,,,,,,
485,3185,2,0,,,,,,,,,,,,,,,,,,
486,3192,1,0,,,,,,,,,,,,,,,,,,
487,3304,0,2,,,,,,,,,,,,,,,,,,
488,3305,0,2,,,,,,,,,,,,,,,,,,
489,3307,0,1,,,,,,,,,,,,,,,,,,
490,3308,0,1,,,,,,,,,,,,,,,,,,
491,3313,0,2,,,,,,,,,,,,,,,,,,
492,3314,0,1,,,,,,,,,,,,,,,,,,
493,3315,0,2,,,,,,,,,,,,,,,,,,
494,3316,0,2,,,,,,,,,,,,,,,,,,
495,3317,0,2,,,,,,,,,,,,,,,,,,
496,3318,0,2,,,,,,,,,,,,,,,,,,
497,3319,0,2,,,,,,,,,,,,,,,,,,
498,3320,0,2,,,,,,,,,,,,,,,,,,
499,3321,0,2,,,,,,,,,,,,,,,,,,
500,3322,0,2,,,,,,,,,,,,,,,,,,
501,3324,0,2,,,,,,,,,,,,,,,,,,
502,3325,2,1,,,,,,,,,,,,,,,,,,
503,3326,0,1,,,,,,,,,,,,,,,,,,
504,3327,0,1,,,,,,,,,,,,,,,,,,
505,3328,0,1,,,,,,,,,,,,,,,,,,
506,3329,0,1,,,,,,,,,,,,,,,,,,
507,3330,0,2,,,,,,,,,,,,,,,,,,
508,3331,0,1,,,,,,,,,,,,,,,,,,
509,3332,0,1,,,,,,,,,,,,,,,,,,
510,3333,0,2,,,,,,,,,,,,,,,,,,
