,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
64,4664,2,1,,,,,,,,,,,,,,,,,,
65,4665,2,1,,,,,,,,,,,,,,,,,,
66,4666,2,1,,,,,,,,,,,,,,,,,,
67,4667,2,1,,,,,,,,,,,,,,,,,,
68,4668,2,1,,,,,,,,,,,,,,,,,,
69,4669,2,1,,,,,,,,,,,,,,,,,,
70,4670,2,1,,,,,,,,,,,,,,,,,,
71,4671,2,1,,,,,,,,,,,,,,,,,,
72,4672,2,1,,,,,,,,,,,,,,,,,,
73,4673,2,1,,,,,,,,,,,,,,,,,,
74,4674,2,1,,,,,,,,,,,,,,,,,,
75,4675,2,1,,,,,,,,,,,,,,,,,,
76,4676,2,1,,,,,,,,,,,,,,,,,,
77,4677,2,1,,,,,,,,,,,,,,,,,,
78,4678,2,1,,,,,,,,,,,,,,,,,,
79,4679,2,1,,,,,,,,,,,,,,,,,,
80,4680,2,1,,,,,,,,,,,,,,,,,,
81,4681,2,1,,,,,,,,,,,,,,,,,,
82,4682,2,1,,,,,,,,,,,,,,,,,,
83,4683,2,1,,,,,,,,,,,,,,,,,,
84,4684,2,1,,,,,,,,,,,,,,,,,,
85,4685,2,1,,,,,,,,,,,,,,,,,,
86,4686,2,1,,,,,,,,,,,,,,,,,,
87,4687,2,1,,,,,,,,,,,,,,,,,,
88,4688,2,1,,,,,,,,,,,,,,,,,,
89,4689,2,1,,,,,,,,,,,,,,,,,,
90,4690,2,1,,,,,,,,,,,,,,,,,,
91,4691,2,1,,,,,,,,,,,,,,,,,,
92,4692,2,1,,,,,,,,,,,,,,,,,,
93,4693,2,1,,,,,,,,,,,,,,,,,,
94,4694,2,1,,,,,,,,,,,,,,,,,,
95,4695,2,1,,,,,,,,,,,,,,,,,,
96,4696,2,1,,,,,,,,,,,,,,,,,,
97,4697,2,1,,,,,,,,,,,,,,,,,,
98,4698,2,1,,,,,,,,,,,,,,,,,,
99,4699,2,1,,,,,,,,,,,,,,,,,,
100,4800,2,1,,,,,,,,,,,,,,,,,,
101,4801,2,1,,,,,,,,,,,,,,,,,,
102,4802,2,1,,,,,,,,,,,,,,,,,,
103,4803,2,1,,,,,,,,,,,,,,,,,,
104,4804,2,1,,,,,,,,,,,,,,,,,,
105,4805,2,1,,,,,,,,,,,,,,,,,,
106,4806,2,1,,,,,,,,,,,,,,,,,,
107,4807,2,1,,,,,,,,,,,,,,,,,,
108,4808,2,1,,,,,,,,,,,,,,,,,,
109,4809,2,1,,,,,,,,,,,,,,,,,,
110,4810,2,1,,,,,,,,,,,,,,,,,,
111,4811,2,1,,,,,,,,,,,,,,,,,,
112,4812,2,1,,,,,,,,,,,,,,,,,,
113,4813,2,1,,,,,,,,,,,,,,,,,,
114,4814,2,1,,,,,,,,,,,,,,,,,,
115,4815,2,1,,,,,,,,,,,,,,,,,,
116,4816,2,1,,,,,,,,,,,,,,,,,,
117,4817,2,1,,,,,,,,,,,,,,,,,,
118,4818,2,1,,,,,,,,,,,,,,,,,,
119,4819,2,1,,,,,,,,,,,,,,,,,,
120,4820,2,1,,,,,,,,,,,,,,,,,,
121,4821,2,1,,,,,,,,,,,,,,,,,,
122,4822,2,1,,,,,,,,,,,,,,,,,,
123,4823,2,1,,,,,,,,,,,,,,,,,,
124,4824,2,1,,,,,,,,,,,,,,,,,,
125,4825,2,1,,,,,,,,,,,,,,,,,,
126,4826,2,1,,,,,,,,,,,,,,,,,,
127,4827,2,1,,,,,,,,,,,,,,,,,,
128,4828,2,1,,,,,,,,,,,,,,,,,,
129,4829,2,1,,,,,,,,,,,,,,,,,,
130,4830,2,1,,,,,,,,,,,,,,,,,,
131,4831,2,1,,,,,,,,,,,,,,,,,,
132,4832,2,1,,,,,,,,,,,,,,,,,,
133,4833,2,1,,,,,,,,,,,,,,,,,,
134,4834,2,1,,,,,,,,,,,,,,,,,,
135,4835,2,1,,,,,,,,,,,,,,,,,,
136,4836,2,1,,,,,,,,,,,,,,,,,,
137,4837,2,1,,,,,,,,,,,,,,,,,,
138,4838,2,1,,,,,,,,,,,,,,,,,,
139,4839,2,1,,,,,,,,,,,,,,,,,,
140,4840,2,1,,,,,,,,,,,,,,,,,,
141,4841,2,1,,,,,,,,,,,,,,,,,,
142,4842,2,1,,,,,,,,,,,,,,,,,,
143,4843,2,1,,,,,,,,,,,,,,,,,,
144,4844,2,1,,,,,,,,,,,,,,,,,,
145,4845,2,1,,,,,,,,,,,,,,,,,,
146,4846,2,1,,,,,,,,,,,,,,,,,,
147,4847,2,1,,,,,,,,,,,,,,,,,,
148,4848,2,1,,,,,,,,,,,,,,,,,,
149,4849,2,1,,,,,,,,,,,,,,,,,,
150,4850,2,1,,,,,,,,,,,,,,,,,,
151,4851,2,1,,,,,,,,,,,,,,,,,,
152,4852,2,1,,,,,,,,,,,,,,,,,,
153,4853,2,1,,,,,,,,,,,,,,,,,,
154,4854,2,1,,,,,,,,,,,,,,,,,,
155,4855,2,1,,,,,,,,,,,,,,,,,,
156,4856,2,1,,,,,,,,,,,,,,,,,,
157,4857,2,1,,,,,,,,,,,,,,,,,,
158,4858,2,1,,,,,,,,,,,,,,,,,,
159,4859,2,1,,,,,,,,,,,,,,,,,,
160,4860,2,1,,,,,,,,,,,,,,,,,,
161,4861,2,1,,,,,,,,,,,,,,,,,,
162,4862,2,1,,,,,,,,,,,,,,,,,,
163,4863,2,1,,,,,,,,,,,,,,,,,,
164,4864,2,1,,,,,,,,,,,,,,,,,,
165,4865,2,1,,,,,,,,,,,,,,,,,,
166,4866,2,1,,,,,,,,,,,,,,,,,,
167,4867,2,1,,,,,,,,,,,,,,,,,,
168,4868,2,1,,,,,,,,,,,,,,,,,,
169,4869,2,1,,,,,,,,,,,,,,,,,,
170,4870,2,1,,,,,,,,,,,,,,,,,,
171,4871,2,1,,,,,,,,,,,,,,,,,,
172,4872,2,1,,,,,,,,,,,,,,,,,,
173,4873,2,1,,,,,,,,,,,,,,,,,,
174,4874,2,1,,,,,,,,,,,,,,,,,,
175,4875,2,1,,,,,,,,,,,,,,,,,,
176,4876,2,1,,,,,,,,,,,,,,,,,,
177,4877,2,1,,,,,,,,,,,,,,,,,,
178,4878,2,1,,,,,,,,,,,,,,,,,,
179,4879,2,1,,,,,,,,,,,,,,,,,,
180,4880,2,1,,,,,,,,,,,,,,,,,,
181,4881,2,1,,,,,,,,,,,,,,,,,,
182,4882,2,1,,,,,,,,,,,,,,,,,,
183,4883,2,1,,,,,,,,,,,,,,,,,,
184,4884,2,1,,,,,,,,,,,,,,,,,,
185,4885,2,1,,,,,,,,,,,,,,,,,,
186,4886,2,1,,,,,,,,,,,,,,,,,,
187,4887,2,1,,,,,,,,,,,,,,,,,,
188,4888,2,1,,,,,,,,,,,,,,,,,,
189,4889,2,1,,,,,,,,,,,,,,,,,,
190,4890,2,1,,,,,,,,,,,,,,,,,,
191,4891,2,1,,,,,,,,,,,,,,,,,,
192,4892,2,1,,,,,,,,,,,,,,,,,,
193,4893,2,1,,,,,,,,,,,,,,,,,,
194,4894,2,1,,,,,,,,,,,,,,,,,,
195,4895,2,1,,,,,,,,,,,,,,,,,,
196,4896,2,1,,,,,,,,,,,,,,,,,,
197,4897,2,1,,,,,,,,,,,,,,,,,,
198,4898,2,1,,,,,,,,,,,,,,,,,,
199,4899,2,1,,,,,,,,,,,,,,,,,,
200,5000,2,1,,,,,,,,,,,,,,,,,,
201,5001,2,1,,,,,,,,,,,,,,,,,,
202,5002,2,1,,,,,,,,,,,,,,,,,,
203,5003,2,1,,,,,,,,,,,,,,,,,,
204,5004,2,1,,,,,,,,,,,,,,,,,,
205,5005,2,1,,,,,,,,,,,,,,,,,,
206,5006,2,1,,,,,,,,,,,,,,,,,,
207,5007,2,1,,,,,,,,,,,,,,,,,,
208,5008,2,1,,,,,,,,,,,,,,,,,,
209,5009,2,1,,,,,,,,,,,,,,,,,,
210,5010,2,1,,,,,,,,,,,,,,,,,,
211,5011,2,1,,,,,,,,,,,,,,,,,,
212,5012,2,1,,,,,,,,,,,,,,,,,,
213,5013,2,1,,,,,,,,,,,,,,,,,,
214,5014,2,1,,,,,,,,,,,,,,,,,,
215,5015,2,1,,,,,,,,,,,,,,,,,,
216,5016,2,1,,,,,,,,,,,,,,,,,,
217,5017,2,1,,,,,,,,,,,,,,,,,,
218,5018,2,1,,,,,,,,,,,,,,,,,,
219,5019,2,1,,,,,,,,,,,,,,,,,,
220,5020,2,1,,,,,,,,,,,,,,,,,,
221,5021,2,1,,,,,,,,,,,,,,,,,,
222,5022,2,1,,,,,,,,,,,,,,,,,,
223,5023,2,1,,,,,,,,,,,,,,,,,,
224,5024,2,1,,,,,,,,,,,,,,,,,,
225,5025,2,1,,,,,,,,,,,,,,,,,,
226,5026,2,1,,,,,,,,,,,,,,,,,,
227,5027,2,1,,,,,,,,,,,,,,,,,,
228,5028,2,1,,,,,,,,,,,,,,,,,,
229,5029,2,1,,,,,,,,,,,,,,,,,,
230,5030,2,1,,,,,,,,,,,,,,,,,,
231,5031,2,1,,,,,,,,,,,,,,,,,,
232,5032,2,1,,,,,,,,,,,,,,,,,,
233,5033,2,1,,,,,,,,,,,,,,,,,,
234,5034,2,1,,,,,,,,,,,,,,,,,,
235,5035,2,1,,,,,,,,,,,,,,,,,,
236,5036,2,1,,,,,,,,,,,,,,,,,,
237,5037,2,1,,,,,,,,,,,,,,,,,,
238,5038,2,1,,,,,,,,,,,,,,,,,,
239,5039,2,1,,,,,,,,,,,,,,,,,,
240,5040,2,1,,,,,,,,,,,,,,,,,,
241,5041,2,1,,,,,,,,,,,,,,,,,,
242,5042,2,1,,,,,,,,,,,,,,,,,,
243,5043,2,1,,,,,,,,,,,,,,,,,,
244,5044,2,1,,,,,,,,,,,,,,,,,,
245,5045,2,1,,,,,,,,,,,,,,,,,,
246,5046,2,1,,,,,,,,,,,,,,,,,,
247,5047,2,1,,,,,,,,,,,,,,,,,,
248,5048,2,1,,,,,,,,,,,,,,,,,,
249,5049,2,1,,,,,,,,,,,,,,,,,,
250,5050,2,1,,,,,,,,,,,,,,,,,,
251,5051,2,1,,,,,,,,,,,,,,,,,,
252,5052,2,1,,,,,,,,,,,,,,,,,,
253,5053,2,1,,,,,,,,,,,,,,,,,,
254,5054,2,1,,,,,,,,,,,,,,,,,,
255,5055,2,1,,,,,,,,,,,,,,,,,,
256,5056,2,1,,,,,,,,,,,,,,,,,,
257,5057,2,1,,,,,,,,,,,,,,,,,,
258,5058,2,1,,,,,,,,,,,,,,,,,,
259,5059,2,1,,,,,,,,,,,,,,,,,,
260,5060,2,1,,,,,,,,,,,,,,,,,,
261,5061,2,1,,,,,,,,,,,,,,,,,,
262,5062,2,1,,,,,,,,,,,,,,,,,,
263,5063,2,1,,,,,,,,,,,,,,,,,,
264,5064,2,1,,,,,,,,,,,,,,,,,,
265,5065,2,1,,,,,,,,,,,,,,,,,,
266,5066,2,1,,,,,,,,,,,,,,,,,,
267,5067,2,1,,,,,,,,,,,,,,,,,,
268,5068,2,1,,,,,,,,,,,,,,,,,,
269,5069,2,1,,,,,,,,,,,,,,,,,,
270,5070,2,1,,,,,,,,,,,,,,,,,,
271,5071,2,1,,,,,,,,,,,,,,,,,,
272,5072,2,1,,,,,,,,,,,,,,,,,,
273,5073,2,1,,,,,,,,,,,,,,,,,,
274,5074,2,1,,,,,,,,,,,,,,,,,,
275,5075,2,1,,,,,,,,,,,,,,,,,,
276,5076,2,1,,,,,,,,,,,,,,,,,,
277,5077,2,1,,,,,,,,,,,,,,,,,,
278,5078,2,1,,,,,,,,,,,,,,,,,,
279,5079,2,1,,,,,,,,,,,,,,,,,,
280,5080,2,1,,,,,,,,,,,,,,,,,,
281,5081,2,1,,,,,,,,,,,,,,,,,,
282,5082,2,1,,,,,,,,,,,,,,,,,,
283,5083,2,1,,,,,,,,,,,,,,,,,,
284,5084,2,1,,,,,,,,,,,,,,,,,,
285,5085,2,1,,,,,,,,,,,,,,,,,,
286,5086,2,1,,,,,,,,,,,,,,,,,,
287,5087,2,1,,,,,,,,,,,,,,,,,,
288,5088,2,1,,,,,,,,,,,,,,,,,,
289,5089,2,1,,,,,,,,,,,,,,,,,,
290,5090,2,1,,,,,,,,,,,,,,,,,,
291,5091,2,1,,,,,,,,,,,,,,,,,,
292,5092,2,1,,,,,,,,,,,,,,,,,,
293,5093,2,1,,,,,,,,,,,,,,,,,,
294,5094,2,1,,,,,,,,,,,,,,,,,,
295,5095,2,1,,,,,,,,,,,,,,,,,,
296,5096,2,1,,,,,,,,,,,,,,,,,,
297,5097,2,1,,,,,,,,,,,,,,,,,,
298,5098,2,1,,,,,,,,,,,,,,,,,,
299,5099,2,1,,,,,,,,,,,,,,,,,,
300,11460,1,2,,,,,,,,,,,,,,,,,,
301,11655,1,2,,,,,,,,,,,,,,,,,,
