,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
34,304,8,0,,,,,,,,,,,,,,,,,,
35,306,7,0,,,,,,,,,,,,,,,,,,
36,307,8,0,,,,,,,,,,,,,,,,,,
37,308,8,0,,,,,,,,,,,,,,,,,,
38,309,8,0,,,,,,,,,,,,,,,,,,
39,310,1,0,,,,,,,,,,,,,,,,,,
40,311,2,0,,,,,,,,,,,,,,,,,,
41,316,8,0,,,,,,,,,,,,,,,,,,
42,317,1,0,,,,,,,,,,,,,,,,,,
43,342,6,0,,,,,,,,,,,,,,,,,,
44,345,8,0,,,,,,,,,,,,,,,,,,
45,353,1,0,,,,,,,,,,,,,,,,,,
46,358,1,0,,,,,,,,,,,,,,,,,,
47,360,1,0,,,,,,,,,,,,,,,,,,
48,361,7,0,,,,,,,,,,,,,,,,,,
49,362,7,0,,,,,,,,,,,,,,,,,,
50,363,3,0,,,,,,,,,,,,,,,,,,
51,374,1,0,,,,,,,,,,,,,,,,,,
52,375,2,0,,,,,,,,,,,,,,,,,,
53,376,1,0,,,,,,,,,,,,,,,,,,
54,377,1,0,,,,,,,,,,,,,,,,,,
55,390,3,0,,,,,,,,,,,,,,,,,,
56,391,1,0,,,,,,,,,,,,,,,,,,
57,392,2,0,,,,,,,,,,,,,,,,,,
58,500,2,0,,,,,,,,,,,,,,,,,,
59,501,7,0,,,,,,,,,,,,,,,,,,
60,504,8,0,,,,,,,,,,,,,,,,,,
61,528,8,0,,,,,,,,,,,,,,,,,,
62,529,2,0,,,,,,,,,,,,,,,,,,
63,533,3,0,,,,,,,,,,,,,,,,,,
64,534,5,0,,,,,,,,,,,,,,,,,,
65,538,8,0,,,,,,,,,,,,,,,,,,
66,548,8,0,,,,,,,,,,,,,,,,,,
67,549,6,0,,,,,,,,,,,,,,,,,,
68,556,7,0,,,,,,,,,,,,,,,,,,
69,557,8,0,,,,,,,,,,,,,,,,,,
70,558,8,0,,,,,,,,,,,,,,,,,,
71,559,8,0,,,,,,,,,,,,,,,,,,
72,562,8,0,,,,,,,,,,,,,,,,,,
73,563,1,0,,,,,,,,,,,,,,,,,,
74,564,1,0,,,,,,,,,,,,,,,,,,
75,565,1,0,,,,,,,,,,,,,,,,,,
76,568,1,0,,,,,,,,,,,,,,,,,,
77,570,8,0,,,,,,,,,,,,,,,,,,
78,588,1,0,,,,,,,,,,,,,,,,,,
79,593,6,0,,,,,,,,,,,,,,,,,,
80,735,2,0,,,,,,,,,,,,,,,,,,
81,736,2,0,,,,,,,,,,,,,,,,,,
82,757,8,0,,,,,,,,,,,,,,,,,,
83,758,3,0,,,,,,,,,,,,,,,,,,
84,762,1,0,,,,,,,,,,,,,,,,,,
85,763,1,0,,,,,,,,,,,,,,,,,,
86,765,1,0,,,,,,,,,,,,,,,,,,
87,766,6,0,,,,,,,,,,,,,,,,,,
88,767,1,0,,,,,,,,,,,,,,,,,,
89,784,8,0,,,,,,,,,,,,,,,,,,
90,786,1,0,,,,,,,,,,,,,,,,,,
91,788,7,0,,,,,,,,,,,,,,,,,,
92,789,7,0,,,,,,,,,,,,,,,,,,
93,790,8,0,,,,,,,,,,,,,,,,,,
94,793,1,0,,,,,,,,,,,,,,,,,,
95,798,3,0,,,,,,,,,,,,,,,,,,
96,901,8,0,,,,,,,,,,,,,,,,,,
97,904,1,0,,,,,,,,,,,,,,,,,,
98,938,1,0,,,,,,,,,,,,,,,,,,
99,943,4,0,,,,,,,,,,,,,,,,,,
100,948,1,0,,,,,,,,,,,,,,,,,,
101,949,1,0,,,,,,,,,,,,,,,,,,
102,950,1,0,,,,,,,,,,,,,,,,,,
103,953,2,0,,,,,,,,,,,,,,,,,,
104,960,3,0,,,,,,,,,,,,,,,,,,
105,961,1,0,,,,,,,,,,,,,,,,,,
106,963,1,0,,,,,,,,,,,,,,,,,,
107,971,1,0,,,,,,,,,,,,,,,,,,
108,981,4,0,,,,,,,,,,,,,,,,,,
109,982,6,0,,,,,,,,,,,,,,,,,,
110,983,5,0,,,,,,,,,,,,,,,,,,
111,984,1,0,,,,,,,,,,,,,,,,,,
112,985,5,0,,,,,,,,,,,,,,,,,,
113,986,3,0,,,,,,,,,,,,,,,,,,
114,993,3,0,,,,,,,,,,,,,,,,,,
115,994,1,0,,,,,,,,,,,,,,,,,,
116,997,1,0,,,,,,,,,,,,,,,,,,
117,999,7,0,,,,,,,,,,,,,,,,,,
118,1100,8,0,,,,,,,,,,,,,,,,,,
119,1101,2,0,,,,,,,,,,,,,,,,,,
120,1106,1,0,,,,,,,,,,,,,,,,,,
121,1107,1,0,,,,,,,,,,,,,,,,,,
122,1118,1,0,,,,,,,,,,,,,,,,,,
123,1119,8,0,,,,,,,,,,,,,,,,,,
124,1120,8,0,,,,,,,,,,,,,,,,,,
125,1127,5,0,,,,,,,,,,,,,,,,,,
126,1136,6,0,,,,,,,,,,,,,,,,,,
127,1137,8,0,,,,,,,,,,,,,,,,,,
128,1138,8,0,,,,,,,,,,,,,,,,,,
129,1140,8,0,,,,,,,,,,,,,,,,,,
130,1141,2,0,,,,,,,,,,,,,,,,,,
131,1143,6,0,,,,,,,,,,,,,,,,,,
132,1149,1,0,,,,,,,,,,,,,,,,,,
133,1152,4,0,,,,,,,,,,,,,,,,,,
134,1154,1,0,,,,,,,,,,,,,,,,,,
135,1156,8,0,,,,,,,,,,,,,,,,,,
136,1158,7,0,,,,,,,,,,,,,,,,,,
137,1168,1,0,,,,,,,,,,,,,,,,,,
138,1171,3,0,,,,,,,,,,,,,,,,,,
139,1175,2,0,,,,,,,,,,,,,,,,,,
140,1178,4,0,,,,,,,,,,,,,,,,,,
141,1184,6,0,,,,,,,,,,,,,,,,,,
142,1185,7,0,,,,,,,,,,,,,,,,,,
143,1187,1,0,,,,,,,,,,,,,,,,,,
144,1189,1,0,,,,,,,,,,,,,,,,,,
145,1190,2,0,,,,,,,,,,,,,,,,,,
146,1191,6,0,,,,,,,,,,,,,,,,,,
147,1193,3,0,,,,,,,,,,,,,,,,,,
148,1197,4,0,,,,,,,,,,,,,,,,,,
149,1303,1,0,,,,,,,,,,,,,,,,,,
150,1304,2,0,,,,,,,,,,,,,,,,,,
151,1305,2,0,,,,,,,,,,,,,,,,,,
152,1307,1,0,,,,,,,,,,,,,,,,,,
153,1308,2,0,,,,,,,,,,,,,,,,,,
154,1311,8,0,,,,,,,,,,,,,,,,,,
155,1313,8,0,,,,,,,,,,,,,,,,,,
156,1314,8,0,,,,,,,,,,,,,,,,,,
157,1321,1,0,,,,,,,,,,,,,,,,,,
158,1338,8,0,,,,,,,,,,,,,,,,,,
159,1343,8,0,,,,,,,,,,,,,,,,,,
160,1350,1,0,,,,,,,,,,,,,,,,,,
161,1367,4,0,,,,,,,,,,,,,,,,,,
162,1368,8,0,,,,,,,,,,,,,,,,,,
163,1369,1,0,,,,,,,,,,,,,,,,,,
164,1370,3,0,,,,,,,,,,,,,,,,,,
165,1371,8,0,,,,,,,,,,,,,,,,,,
166,1372,7,0,,,,,,,,,,,,,,,,,,
167,1376,8,0,,,,,,,,,,,,,,,,,,
168,1377,7,0,,,,,,,,,,,,,,,,,,
169,1378,7,0,,,,,,,,,,,,,,,,,,
170,1380,7,0,,,,,,,,,,,,,,,,,,
171,1399,2,0,,,,,,,,,,,,,,,,,,
172,1501,8,0,,,,,,,,,,,,,,,,,,
173,1517,6,0,,,,,,,,,,,,,,,,,,
174,1519,4,0,,,,,,,,,,,,,,,,,,
175,1520,3,0,,,,,,,,,,,,,,,,,,
176,1531,7,0,,,,,,,,,,,,,,,,,,
177,1532,6,0,,,,,,,,,,,,,,,,,,
178,1534,6,0,,,,,,,,,,,,,,,,,,
179,1538,1,0,,,,,,,,,,,,,,,,,,
180,1542,1,0,,,,,,,,,,,,,,,,,,
181,1545,8,0,,,,,,,,,,,,,,,,,,
182,1555,8,0,,,,,,,,,,,,,,,,,,
183,1556,8,0,,,,,,,,,,,,,,,,,,
184,1557,8,0,,,,,,,,,,,,,,,,,,
185,1558,8,0,,,,,,,,,,,,,,,,,,
186,1560,8,0,,,,,,,,,,,,,,,,,,
187,1561,8,0,,,,,,,,,,,,,,,,,,
188,1562,8,0,,,,,,,,,,,,,,,,,,
189,1563,8,0,,,,,,,,,,,,,,,,,,
190,1564,8,0,,,,,,,,,,,,,,,,,,
191,1566,2,0,,,,,,,,,,,,,,,,,,
192,1572,4,0,,,,,,,,,,,,,,,,,,
193,1574,5,0,,,,,,,,,,,,,,,,,,
194,1582,1,0,,,,,,,,,,,,,,,,,,
195,1593,7,0,,,,,,,,,,,,,,,,,,
196,1595,1,0,,,,,,,,,,,,,,,,,,
197,1596,3,0,,,,,,,,,,,,,,,,,,
198,1700,3,0,,,,,,,,,,,,,,,,,,
199,1703,1,0,,,,,,,,,,,,,,,,,,
200,1706,1,0,,,,,,,,,,,,,,,,,,
201,1707,1,0,,,,,,,,,,,,,,,,,,
202,1708,4,0,,,,,,,,,,,,,,,,,,
203,1709,8,0,,,,,,,,,,,,,,,,,,
204,1710,8,0,,,,,,,,,,,,,,,,,,
205,1711,7,0,,,,,,,,,,,,,,,,,,
206,1713,8,0,,,,,,,,,,,,,,,,,,
207,1721,4,0,,,,,,,,,,,,,,,,,,
208,1726,2,0,,,,,,,,,,,,,,,,,,
209,1732,1,0,,,,,,,,,,,,,,,,,,
210,1748,1,0,,,,,,,,,,,,,,,,,,
211,1750,1,0,,,,,,,,,,,,,,,,,,
212,1754,8,0,,,,,,,,,,,,,,,,,,
213,1760,1,0,,,,,,,,,,,,,,,,,,
214,1761,1,0,,,,,,,,,,,,,,,,,,
215,1769,4,0,,,,,,,,,,,,,,,,,,
216,1777,3,0,,,,,,,,,,,,,,,,,,
217,1778,4,0,,,,,,,,,,,,,,,,,,
218,1779,2,0,,,,,,,,,,,,,,,,,,
219,1787,8,0,,,,,,,,,,,,,,,,,,
220,1788,7,0,,,,,,,,,,,,,,,,,,
221,1789,1,0,,,,,,,,,,,,,,,,,,
222,1791,1,0,,,,,,,,,,,,,,,,,,
223,1793,3,0,,,,,,,,,,,,,,,,,,
224,1902,8,0,,,,,,,,,,,,,,,,,,
225,1903,6,0,,,,,,,,,,,,,,,,,,
226,1905,8,0,,,,,,,,,,,,,,,,,,
227,1907,4,0,,,,,,,,,,,,,,,,,,
228,1923,1,0,,,,,,,,,,,,,,,,,,
229,1927,8,0,,,,,,,,,,,,,,,,,,
230,1950,1,0,,,,,,,,,,,,,,,,,,
231,1963,2,0,,,,,,,,,,,,,,,,,,
232,1965,1,0,,,,,,,,,,,,,,,,,,
233,1972,3,0,,,,,,,,,,,,,,,,,,
234,1980,1,0,,,,,,,,,,,,,,,,,,
235,1991,7,0,,,,,,,,,,,,,,,,,,
236,1992,1,0,,,,,,,,,,,,,,,,,,
237,1993,8,0,,,,,,,,,,,,,,,,,,
238,2100,7,0,,,,,,,,,,,,,,,,,,
239,2122,8,0,,,,,,,,,,,,,,,,,,
240,2124,7,0,,,,,,,,,,,,,,,,,,
241,2154,8,0,,,,,,,,,,,,,,,,,,
242,2155,6,0,,,,,,,,,,,,,,,,,,
243,2158,1,0,,,,,,,,,,,,,,,,,,
244,2161,1,0,,,,,,,,,,,,,,,,,,
245,2163,8,0,,,,,,,,,,,,,,,,,,
246,2164,1,0,,,,,,,,,,,,,,,,,,
247,2167,8,0,,,,,,,,,,,,,,,,,,
248,2170,8,0,,,,,,,,,,,,,,,,,,
249,2171,8,0,,,,,,,,,,,,,,,,,,
250,2172,2,0,,,,,,,,,,,,,,,,,,
251,2174,8,0,,,,,,,,,,,,,,,,,,
252,2178,7,0,,,,,,,,,,,,,,,,,,
253,2182,3,0,,,,,,,,,,,,,,,,,,
254,2184,6,0,,,,,,,,,,,,,,,,,,
255,2193,1,0,,,,,,,,,,,,,,,,,,
256,2315,1,0,,,,,,,,,,,,,,,,,,
257,2320,1,0,,,,,,,,,,,,,,,,,,
258,2321,6,0,,,,,,,,,,,,,,,,,,
259,2339,7,0,,,,,,,,,,,,,,,,,,
260,2348,8,0,,,,,,,,,,,,,,,,,,
261,2349,8,0,,,,,,,,,,,,,,,,,,
262,2350,6,0,,,,,,,,,,,,,,,,,,
263,2367,1,0,,,,,,,,,,,,,,,,,,
264,2368,8,0,,,,,,,,,,,,,,,,,,
265,2369,8,0,,,,,,,,,,,,,,,,,,
266,2370,8,0,,,,,,,,,,,,,,,,,,
267,2378,7,0,,,,,,,,,,,,,,,,,,
268,2391,5,0,,,,,,,,,,,,,,,,,,
269,2501,8,0,,,,,,,,,,,,,,,,,,
270,2512,8,0,,,,,,,,,,,,,,,,,,
271,2514,8,0,,,,,,,,,,,,,,,,,,
272,2515,8,0,,,,,,,,,,,,,,,,,,
273,2521,1,0,,,,,,,,,,,,,,,,,,
274,2530,1,0,,,,,,,,,,,,,,,,,,
275,2537,7,0,,,,,,,,,,,,,,,,,,
276,2540,3,0,,,,,,,,,,,,,,,,,,
277,2541,1,0,,,,,,,,,,,,,,,,,,
278,2543,4,0,,,,,,,,,,,,,,,,,,
279,2544,1,0,,,,,,,,,,,,,,,,,,
280,2545,2,0,,,,,,,,,,,,,,,,,,
281,2547,1,0,,,,,,,,,,,,,,,,,,
282,2548,1,0,,,,,,,,,,,,,,,,,,
283,2549,1,0,,,,,,,,,,,,,,,,,,
284,2550,1,0,,,,,,,,,,,,,,,,,,
285,2556,3,0,,,,,,,,,,,,,,,,,,
286,2557,3,0,,,,,,,,,,,,,,,,,,
287,2558,3,0,,,,,,,,,,,,,,,,,,
288,2559,3,0,,,,,,,,,,,,,,,,,,
289,2560,3,0,,,,,,,,,,,,,,,,,,
290,2561,3,0,,,,,,,,,,,,,,,,,,
291,2562,2,0,,,,,,,,,,,,,,,,,,
292,2572,5,0,,,,,,,,,,,,,,,,,,
293,2578,1,0,,,,,,,,,,,,,,,,,,
294,2583,1,0,,,,,,,,,,,,,,,,,,
295,2596,4,0,,,,,,,,,,,,,,,,,,
296,2700,3,0,,,,,,,,,,,,,,,,,,
297,2702,6,0,,,,,,,,,,,,,,,,,,
298,2703,1,0,,,,,,,,,,,,,,,,,,
299,2716,2,0,,,,,,,,,,,,,,,,,,
300,2734,1,0,,,,,,,,,,,,,,,,,,
301,2737,1,0,,,,,,,,,,,,,,,,,,
302,2739,8,0,,,,,,,,,,,,,,,,,,
303,2742,8,0,,,,,,,,,,,,,,,,,,
304,2743,8,0,,,,,,,,,,,,,,,,,,
305,2748,1,0,,,,,,,,,,,,,,,,,,
306,2751,1,0,,,,,,,,,,,,,,,,,,
307,2755,2,0,,,,,,,,,,,,,,,,,,
308,2757,6,0,,,,,,,,,,,,,,,,,,
309,2762,7,0,,,,,,,,,,,,,,,,,,
310,2764,2,0,,,,,,,,,,,,,,,,,,
311,2765,7,0,,,,,,,,,,,,,,,,,,
312,2774,7,0,,,,,,,,,,,,,,,,,,
313,2776,7,0,,,,,,,,,,,,,,,,,,
314,2777,7,0,,,,,,,,,,,,,,,,,,
315,2787,1,0,,,,,,,,,,,,,,,,,,
316,2794,1,0,,,,,,,,,,,,,,,,,,
317,2799,1,0,,,,,,,,,,,,,,,,,,
318,2909,7,0,,,,,,,,,,,,,,,,,,
319,2913,2,0,,,,,,,,,,,,,,,,,,
320,2924,6,0,,,,,,,,,,,,,,,,,,
321,2927,1,0,,,,,,,,,,,,,,,,,,
322,2928,1,0,,,,,,,,,,,,,,,,,,
323,2929,3,0,,,,,,,,,,,,,,,,,,
324,2941,5,0,,,,,,,,,,,,,,,,,,
325,2948,3,0,,,,,,,,,,,,,,,,,,
326,2965,2,0,,,,,,,,,,,,,,,,,,
327,2966,7,0,,,,,,,,,,,,,,,,,,
328,2967,8,0,,,,,,,,,,,,,,,,,,
329,2968,6,0,,,,,,,,,,,,,,,,,,
330,2969,8,0,,,,,,,,,,,,,,,,,,
331,2976,6,0,,,,,,,,,,,,,,,,,,
332,2977,1,0,,,,,,,,,,,,,,,,,,
333,2978,6,0,,,,,,,,,,,,,,,,,,
334,2983,3,0,,,,,,,,,,,,,,,,,,
335,2999,1,0,,,,,,,,,,,,,,,,,,
336,3108,1,0,,,,,,,,,,,,,,,,,,
337,3110,3,0,,,,,,,,,,,,,,,,,,
338,3114,1,0,,,,,,,,,,,,,,,,,,
339,3123,8,0,,,,,,,,,,,,,,,,,,
340,3134,2,0,,,,,,,,,,,,,,,,,,
341,3142,8,0,,,,,,,,,,,,,,,,,,
342,3149,1,0,,,,,,,,,,,,,,,,,,
343,3155,1,0,,,,,,,,,,,,,,,,,,
344,3166,2,0,,,,,,,,,,,,,,,,,,
345,3179,8,0,,,,,,,,,,,,,,,,,,
346,3180,8,0,,,,,,,,,,,,,,,,,,
347,3181,4,0,,,,,,,,,,,,,,,,,,
348,3182,8,0,,,,,,,,,,,,,,,,,,
349,3185,8,0,,,,,,,,,,,,,,,,,,
350,3189,1,0,,,,,,,,,,,,,,,,,,
351,3196,6,0,,,,,,,,,,,,,,,,,,
352,3197,6,0,,,,,,,,,,,,,,,,,,
353,3199,5,0,,,,,,,,,,,,,,,,,,
354,3316,6,0,,,,,,,,,,,,,,,,,,
355,3317,1,0,,,,,,,,,,,,,,,,,,
356,3318,6,0,,,,,,,,,,,,,,,,,,
357,3319,1,0,,,,,,,,,,,,,,,,,,
358,3320,8,0,,,,,,,,,,,,,,,,,,
359,3321,1,0,,,,,,,,,,,,,,,,,,
360,3322,4,0,,,,,,,,,,,,,,,,,,
361,3323,8,0,,,,,,,,,,,,,,,,,,
362,3343,1,0,,,,,,,,,,,,,,,,,,
363,3356,3,0,,,,,,,,,,,,,,,,,,
364,3357,3,0,,,,,,,,,,,,,,,,,,
365,3364,8,0,,,,,,,,,,,,,,,,,,
366,3369,1,0,,,,,,,,,,,,,,,,,,
367,3370,1,0,,,,,,,,,,,,,,,,,,
368,3377,3,0,,,,,,,,,,,,,,,,,,
369,3378,5,0,,,,,,,,,,,,,,,,,,
370,3381,3,0,,,,,,,,,,,,,,,,,,
371,3382,3,0,,,,,,,,,,,,,,,,,,
372,3383,3,0,,,,,,,,,,,,,,,,,,
373,3384,1,0,,,,,,,,,,,,,,,,,,
374,3386,7,0,,,,,,,,,,,,,,,,,,
375,3391,4,0,,,,,,,,,,,,,,,,,,
376,3501,3,0,,,,,,,,,,,,,,,,,,
377,3503,2,0,,,,,,,,,,,,,,,,,,
378,3504,8,0,,,,,,,,,,,,,,,,,,
379,3514,3,0,,,,,,,,,,,,,,,,,,
380,3544,1,0,,,,,,,,,,,,,,,,,,
381,3547,8,0,,,,,,,,,,,,,,,,,,
382,3565,1,0,,,,,,,,,,,,,,,,,,
383,3571,2,0,,,,,,,,,,,,,,,,,,
384,3583,3,0,,,,,,,,,,,,,,,,,,
385,3595,6,0,,,,,,,,,,,,,,,,,,
386,3597,8,0,,,,,,,,,,,,,,,,,,
387,3598,8,0,,,,,,,,,,,,,,,,,,
388,3701,2,0,,,,,,,,,,,,,,,,,,
389,3702,8,0,,,,,,,,,,,,,,,,,,
390,3703,7,0,,,,,,,,,,,,,,,,,,
391,3704,8,0,,,,,,,,,,,,,,,,,,
392,3706,4,0,,,,,,,,,,,,,,,,,,
393,3711,1,0,,,,,,,,,,,,,,,,,,
394,3715,1,0,,,,,,,,,,,,,,,,,,
395,3716,8,0,,,,,,,,,,,,,,,,,,
396,3717,4,0,,,,,,,,,,,,,,,,,,
397,3719,1,0,,,,,,,,,,,,,,,,,,
398,3727,1,0,,,,,,,,,,,,,,,,,,
399,3741,8,0,,,,,,,,,,,,,,,,,,
400,3743,5,0,,,,,,,,,,,,,,,,,,
401,3745,1,0,,,,,,,,,,,,,,,,,,
402,3746,1,0,,,,,,,,,,,,,,,,,,
403,3759,2,0,,,,,,,,,,,,,,,,,,
404,3761,1,0,,,,,,,,,,,,,,,,,,
405,3770,3,0,,,,,,,,,,,,,,,,,,
406,3779,7,0,,,,,,,,,,,,,,,,,,
407,3781,1,0,,,,,,,,,,,,,,,,,,
408,3785,8,0,,,,,,,,,,,,,,,,,,
409,3787,7,0,,,,,,,,,,,,,,,,,,
410,3788,8,0,,,,,,,,,,,,,,,,,,
411,3789,8,0,,,,,,,,,,,,,,,,,,
412,3792,8,0,,,,,,,,,,,,,,,,,,
413,3796,8,0,,,,,,,,,,,,,,,,,,
414,3797,8,0,,,,,,,,,,,,,,,,,,
415,3906,1,0,,,,,,,,,,,,,,,,,,
416,3910,8,0,,,,,,,,,,,,,,,,,,
417,3912,3,0,,,,,,,,,,,,,,,,,,
418,3924,1,0,,,,,,,,,,,,,,,,,,
419,3928,1,0,,,,,,,,,,,,,,,,,,
420,3931,1,0,,,,,,,,,,,,,,,,,,
421,3937,3,0,,,,,,,,,,,,,,,,,,
422,3943,6,0,,,,,,,,,,,,,,,,,,
423,3945,8,0,,,,,,,,,,,,,,,,,,
424,3946,8,0,,,,,,,,,,,,,,,,,,
425,3950,1,0,,,,,,,,,,,,,,,,,,
426,3958,1,0,,,,,,,,,,,,,,,,,,
427,3959,1,0,,,,,,,,,,,,,,,,,,
428,3961,5,0,,,,,,,,,,,,,,,,,,
429,3962,1,0,,,,,,,,,,,,,,,,,,
430,3965,8,0,,,,,,,,,,,,,,,,,,
431,3967,8,0,,,,,,,,,,,,,,,,,,
432,3976,7,0,,,,,,,,,,,,,,,,,,
433,3977,1,0,,,,,,,,,,,,,,,,,,
434,3980,1,0,,,,,,,,,,,,,,,,,,
435,3986,5,0,,,,,,,,,,,,,,,,,,
436,3987,7,0,,,,,,,,,,,,,,,,,,
437,3989,1,0,,,,,,,,,,,,,,,,,,
438,3997,6,0,,,,,,,,,,,,,,,,,,
439,3998,1,0,,,,,,,,,,,,,,,,,,
440,4105,1,0,,,,,,,,,,,,,,,,,,
441,4109,4,0,,,,,,,,,,,,,,,,,,
442,4125,3,0,,,,,,,,,,,,,,,,,,
443,4126,3,0,,,,,,,,,,,,,,,,,,
444,4127,3,0,,,,,,,,,,,,,,,,,,
445,4128,2,0,,,,,,,,,,,,,,,,,,
446,4129,7,0,,,,,,,,,,,,,,,,,,
447,4130,8,0,,,,,,,,,,,,,,,,,,
448,4131,8,0,,,,,,,,,,,,,,,,,,
449,4132,6,0,,,,,,,,,,,,,,,,,,
450,4133,8,0,,,,,,,,,,,,,,,,,,
451,4134,8,0,,,,,,,,,,,,,,,,,,
452,4136,8,0,,,,,,,,,,,,,,,,,,
453,4137,7,0,,,,,,,,,,,,,,,,,,
454,4139,5,0,,,,,,,,,,,,,,,,,,
455,4140,8,0,,,,,,,,,,,,,,,,,,
456,4141,4,0,,,,,,,,,,,,,,,,,,
457,4144,6,0,,,,,,,,,,,,,,,,,,
458,4145,6,0,,,,,,,,,,,,,,,,,,
459,4146,2,0,,,,,,,,,,,,,,,,,,
460,4147,7,0,,,,,,,,,,,,,,,,,,
461,4148,4,0,,,,,,,,,,,,,,,,,,
462,4149,8,0,,,,,,,,,,,,,,,,,,
463,4150,8,0,,,,,,,,,,,,,,,,,,
464,4151,8,0,,,,,,,,,,,,,,,,,,
465,4152,8,0,,,,,,,,,,,,,,,,,,
466,4153,8,0,,,,,,,,,,,,,,,,,,
467,4155,1,0,,,,,,,,,,,,,,,,,,
468,4158,1,0,,,,,,,,,,,,,,,,,,
469,4164,1,0,,,,,,,,,,,,,,,,,,
470,4165,1,0,,,,,,,,,,,,,,,,,,
471,4166,1,0,,,,,,,,,,,,,,,,,,
472,4168,8,0,,,,,,,,,,,,,,,,,,
473,4169,7,0,,,,,,,,,,,,,,,,,,
474,4170,8,0,,,,,,,,,,,,,,,,,,
475,4171,8,0,,,,,,,,,,,,,,,,,,
476,4172,3,0,,,,,,,,,,,,,,,,,,
477,4175,6,0,,,,,,,,,,,,,,,,,,
478,4176,7,0,,,,,,,,,,,,,,,,,,
479,4177,7,0,,,,,,,,,,,,,,,,,,
480,4178,1,0,,,,,,,,,,,,,,,,,,
481,4179,8,0,,,,,,,,,,,,,,,,,,
482,4182,8,0,,,,,,,,,,,,,,,,,,
483,4183,8,0,,,,,,,,,,,,,,,,,,
484,4184,8,0,,,,,,,,,,,,,,,,,,
485,4186,8,0,,,,,,,,,,,,,,,,,,
486,4192,6,0,,,,,,,,,,,,,,,,,,
487,4195,8,0,,,,,,,,,,,,,,,,,,
488,4325,8,0,,,,,,,,,,,,,,,,,,
489,4334,2,0,,,,,,,,,,,,,,,,,,
490,4338,4,0,,,,,,,,,,,,,,,,,,
491,4344,1,0,,,,,,,,,,,,,,,,,,
492,4350,3,0,,,,,,,,,,,,,,,,,,
493,4351,3,0,,,,,,,,,,,,,,,,,,
494,4352,3,0,,,,,,,,,,,,,,,,,,
495,4355,1,0,,,,,,,,,,,,,,,,,,
496,4366,3,0,,,,,,,,,,,,,,,,,,
497,4367,8,0,,,,,,,,,,,,,,,,,,
498,4370,8,0,,,,,,,,,,,,,,,,,,
499,4375,7,0,,,,,,,,,,,,,,,,,,
500,4376,7,0,,,,,,,,,,,,,,,,,,
501,4377,8,0,,,,,,,,,,,,,,,,,,
502,4378,1,0,,,,,,,,,,,,,,,,,,
503,4379,2,0,,,,,,,,,,,,,,,,,,
504,4380,3,0,,,,,,,,,,,,,,,,,,
505,4383,5,0,,,,,,,,,,,,,,,,,,
506,4384,6,0,,,,,,,,,,,,,,,,,,
507,4385,7,0,,,,,,,,,,,,,,,,,,
508,4388,1,0,,,,,,,,,,,,,,,,,,
509,4503,5,1,,,,,,,,,,,,,,,,,,
510,4505,0,1,,,,,,,,,,,,,,,,,,
